id,market,price,signedChangeRate,accTradePrice24h,accTradeVolume24h,rankByChangeRate,rankByTradeValue,timestamp
2053489,KRW-SOL,132800.0,-0.02567865,31799168894.57802,236204.5655051,70,12,1778888742253
2053490,KRW-QKC,4.56,-0.0379746835,120526622.21671116,26271918.08942669,128,257,1778888742253
2053491,KRW-META,14.2,-0.0405405405,235129641.99268585,16317369.27683464,143,239,1778888742253
2053492,KRW-IRYS,91.5,-0.1116504854,146994145486.38254,1368024349.9145904,257,3,1778888742253
2053493,KRW-SAHARA,56.2,0.0218181818,37590891277.73362,658175973.6096733,10,9,1778888742253
2053494,KRW-MLK,76.4,-0.0316856781,310309294.7453584,4018126.64719069,100,221,1778888742253
2053495,KRW-VTHO,0.816,-0.0500582072,1111037035.5229516,1322058927.199683,183,125,1778888742253
2053496,KRW-KITE,310.0,-0.0251572327,9354013712.94268,29672433.18952199,66,24,1778888742253
2053497,KRW-MINA,90.5,-0.0660474716,599968400.676903,6476936.03115091,230,178,1778888742253
2053498,KRW-MMT,188.0,-0.0552763819,488798322.26054776,2545563.9389908,199,195,1778888742253
2053499,KRW-CHIP,85.4,-0.0500556174,9414334840.226593,106897869.95911977,182,23,1778888742253
2053500,KRW-ZORA,17.7,-0.0634920635,2029111984.3964996,112476738.4804082,225,88,1778888742253
2053501,KRW-XCN,7.44,-0.0145695364,12026194727.428919,1544227818.6862268,36,19,1778888742253
2053502,KRW-GAS,2408.0,-0.0368,1118886444.1741428,460419.4770897,122,124,1778888742253
2053503,KRW-MEGA,150.0,-0.0384615385,6759342105.739277,44994714.57145442,131,31,1778888742253
2053504,KRW-MNT,990.0,-0.0360272639,439057895.52817476,432686.37107466,115,204,1778888742253
2053505,KRW-MOC,40.7,-0.0169082126,142988702.19336057,3490730.49876717,43,255,1778888742253
2053506,KRW-MOODENG,81.7,-0.0576701269,1826808240.6285195,21888693.00649291,207,94,1778888742253
2053507,KRW-XEC,0.0114,-0.0420168067,1675320019.9353402,144387069756.29745,144,101,1778888742253
2053508,KRW-MON,42.1,-0.0431818182,2386663391.2260423,56232547.92414959,148,77,1778888742253
2053509,KRW-ZIL,5.99,-0.0338709677,672096008.1166744,110765471.79977562,109,169,1778888742253
2053510,KRW-GAME2,2.02,-0.0194174757,196758559.40391958,97195213.82172605,50,248,1778888742253
2053511,KRW-STX,372.0,-0.0629722922,4517812845.044071,11808518.10595064,224,44,1778888742253
2053512,KRW-FLOCK,99.1,0.0442571128,5113877208.33318,53225908.563125,5,41,1778888742253
2053513,KRW-PROVE,370.0,-0.0439276486,167021569.31739125,442677.31647169,153,252,1778888742253
2053514,KRW-BSV,23580.0,-0.0445705024,990917696.700239,41536.02862608,158,135,1778888742253
2053515,KRW-SUI,1633.0,-0.0695156695,23879624259.785065,14225662.55782616,234,15,1778888742253
2053516,KRW-SYRUP,334.0,-0.0564971751,325478745.4571979,949417.39478807,203,219,1778888742253
2053517,KRW-BTC,117812000.0,-0.016988185,189021968907.86435,1589.73349951,44,2,1778888742253
2053518,KRW-HOLO,109.0,-0.018018018,1780172468.2359738,16101319.74225877,45,96,1778888742253
2053519,KRW-MIRA,117.0,-0.0487804878,932168307.5773873,7861240.02842714,175,140,1778888742253
2053520,KRW-SUN,29.2,-0.0068027211,191662357.68599007,6583640.21221637,27,249,1778888742253
2053521,KRW-ZBT,234.0,0.0833333333,10204080003.115705,45261794.9829094,3,21,1778888742253
2053522,KRW-ONG,98.7,-0.06,633818928.7807199,6343497.33706664,216,174,1778888742253
2053523,KRW-BTT,0.000479,-0.0164271047,932768605.8869839,1939459489260.2898,41,139,1778888742253
2053524,KRW-ENSO,1258.0,-0.0440729483,2241257149.172368,1761432.09756706,154,80,1778888742253
2053525,KRW-BIRB,194.0,-0.0251256281,459105685.2307294,2344408.19183853,65,198,1778888742253
2053526,KRW-ONT,87.7,-0.0498374865,1417793282.1906974,15799032.44755017,179,112,1778888742253
2053527,KRW-SOMI,249.0,-0.0496183206,397211652.9820208,1566070.70459168,178,209,1778888742253
2053528,KRW-DEEP,50.5,-0.0578358209,998267248.5715352,19469098.4477819,208,134,1778888742253
2053529,KRW-STRAX,19.3,-0.035,376823543.247964,19253321.46753484,111,213,1778888742253
2053530,KRW-ICP,3886.0,-0.0618058909,2019571431.1894035,498820.77785187,220,89,1778888742253
2053531,KRW-BREV,176.0,-0.0434782609,1013261363.5595877,5558883.50651704,152,131,1778888742253
2053532,KRW-ICX,55.2,-0.044982699,248779566.5430588,4413086.8980335,160,237,1778888742253
2053533,KRW-POLYX,82.6,0.0260869565,54952657646.91785,616271216.2665628,8,6,1778888742253
2053534,KRW-WAXP,9.74,-0.0356435644,219484216.51119515,22346410.34537072,112,242,1778888774198
2053535,KRW-CARV,86.7,-0.0616883117,1288476584.3074715,14401446.54696961,218,117,1778888774198
2053536,KRW-LSK,183.0,-0.0368421053,441604310.9568939,2380820.08693752,122,203,1778888774198
2053537,KRW-0G,757.0,-0.0723039216,1416909532.461439,1791669.01085347,242,112,1778888774198
2053538,KRW-WIF,305.0,-0.0615384615,1070438271.7607868,3405043.93042218,217,127,1778888774198
2053539,KRW-BORA,53.2,-0.0256410256,552556081.741717,10268140.76632927,69,189,1778888774198
2053540,KRW-PUNDIX,220.0,-0.0308370044,216249114.35445628,973413.47452277,94,244,1778888774198
2053541,KRW-PROS,1066.0,-0.0282588879,34631177618.380714,30107276.876991,80,10,1778888774198
2053542,KRW-USD1,1489.0,0.0060810811,162852086.22931686,109683.00637607,21,253,1778888774198
2053543,KRW-BAT,150.0,-0.0384615385,262266895.26954094,1724163.89176867,129,234,1778888774198
2053544,KRW-HUNT,152.0,-0.0256410256,271809461.334371,1776298.67203159,70,232,1778888774198
2053545,KRW-PENGU,13.2,-0.0222222222,3627135520.079615,275162186.5112441,57,57,1778888774198
2053546,KRW-FIL,1504.0,-0.0346598203,1980991528.3407428,1305194.46378134,109,91,1778888774198
2053547,KRW-BEAM,2.75,-0.0316901408,279904757.50499296,100196843.35906546,101,227,1778888774198
2053548,KRW-DOOD,4.2,-0.0561797753,1268088854.5661743,294201177.5523746,201,118,1778888774198
2053549,KRW-WAVES,613.0,0.0065681445,1188413213.218935,1960168.24374793,19,121,1778888774198
2053550,KRW-USDC,1488.0,0.0081300813,1068879396.4855454,719955.47628172,18,128,1778888774198
2053551,KRW-MOVE,26.1,-0.0543478261,1961152507.1175365,73376891.16002542,197,93,1778888774198
2053552,KRW-TREE,97.5,-0.0533980583,1577911024.8594227,15825055.68633248,193,107,1778888774198
2053553,KRW-USDE,1485.0,0.0047361299,44784982.99075353,30161.22595245,22,260,1778888774198
2053554,KRW-AERGO,80.5,-0.0098400984,670888418.5185504,8363234.50223217,30,168,1778888774198
2053555,KRW-WET,123.0,-0.0820895522,958197072.4548665,7493215.68909952,252,138,1778888774198
2053556,KRW-USDT,1487.0,0.0060893099,104520805487.80833,70418114.93741857,20,5,1778888774198
2053557,KRW-USDS,1486.0,0.0108843537,120098538.89570688,80857.36768599,17,258,1778888774198
2053558,KRW-2Z,138.0,-0.1038961039,800094302.7933333,5519240.8074974,256,153,1778888774198
2053559,KRW-BOUNTY,30.7,-0.0495356037,448739247.53342396,14390324.94135243,176,200,1778888774198
2053560,KRW-KAITO,663.0,-0.0363372093,1663312765.9011886,2382336.64701231,116,103,1778888774198
2053561,KRW-LPT,3151.0,-0.0366860287,365675200.5656379,114506.5651821,119,214,1778888774198
2053562,KRW-BLAST,0.699,-0.0476839237,703737168.5572443,988405243.0328093,166,165,1778888774198
2053563,KRW-ETHFI,610.0,-0.0715372907,871610774.2525156,1379679.43618085,239,144,1778888774198
2053564,KRW-DKA,8.75,-0.0234375,855572444.6168463,96825999.36114329,60,148,1778888774198
2053565,KRW-ANKR,7.32,-0.0252996005,789923867.6316869,107731669.83935861,67,155,1778888774198
2053566,KRW-ALGO,169.0,-0.0397727273,1671394826.858787,9768412.10747922,136,102,1778888774198
2053567,KRW-SHIB,0.00911,-0.0329087049,6432048335.662578,696661833337.6161,105,33,1778888774198
2053568,KRW-UNI,5365.0,-0.025431426,1778677444.0312953,328140.55529263,68,97,1778888774198
2053569,KRW-BIO,62.2,-0.0744047619,9976236002.931908,151620493.3123754,244,22,1778888774198
2053570,KRW-WLFI,98.0,-0.0392156863,3379278505.6386724,33599328.42602723,135,63,1778888774198
2053571,KRW-UP2,223.0,-0.1254901961,16691194429.770813,70394798.60586175,260,17,1778888774198
2053572,KRW-TOKAMAK,824.0,-0.0108043217,1317718445.2176132,1601339.28866907,31,115,1778888774198
2053573,KRW-SKY,105.0,-0.0277777778,272598322.26024055,2541644.44495564,77,231,1778888774198
2053574,KRW-CYBER,770.0,-0.038701623,526772184.5769809,677905.1000934,133,191,1778888774198
2053575,KRW-SKR,23.2,-0.0333333333,238801429.92390826,10287935.64641682,106,238,1778888774198
2053576,KRW-DOGE,169.0,-0.0058823529,44594361613.591354,263315900.71822566,26,8,1778888774198
2053577,KRW-WLD,365.0,-0.0568475452,4321710912.071353,11681238.76081289,206,46,1778888774198
2053578,KRW-PEPE,0.00582,-0.0364238411,2945623924.900472,498692220264.54333,117,67,1778888774198
2053579,KRW-HBAR,138.0,-0.0142857143,3192035761.619823,22997023.91665509,35,65,1778888774198
2053580,KRW-BCH,635000.0,-0.0132090132,2579705457.272425,4035.03741408,32,73,1778888774198
2053581,KRW-NEWT,114.0,-0.05,593197853.7790726,5123409.98792454,179,179,1778888774198
2053582,KRW-SEI,94.5,-0.0483383686,4286579599.0937014,44361739.20227348,171,47,1778888774198
2053583,KRW-BONK,0.00971,-0.0386138614,1553208848.9141552,156682722300.09656,132,108,1778888774198
2053584,KRW-JST,136.0,0.0149253731,547081921.4497956,4055139.00081444,14,190,1778888774198
2053585,KRW-AAVE,138200.0,-0.0482093664,4132115001.901299,29232.47857358,170,51,1778888774198
2053586,KRW-JTO,670.0,-0.1195795007,4548453680.582828,6237897.114405,259,43,1778888774198
2053587,KRW-JUP,314.0,-0.0513595166,770271910.268116,2413258.03272999,186,156,1778888774198
2053588,KRW-VVV,20620.0,-0.051954023,4713495168.769118,226411.10448679,191,42,1778888774198
2053589,KRW-PIEVERSE,1481.0,0.0143835616,33092423710.4464,22543459.45440725,15,11,1778888774198
2053590,KRW-ALT,10.3,-0.0636363636,402157487.52944994,38048732.58678364,225,208,1778888774198
2053591,KRW-B3,1.6,-0.0697674419,7075772330.641001,4353936322.665526,235,29,1778888774198
2053592,KRW-LAYER,142.0,-0.0405405405,3803283905.219054,26579231.62452127,141,55,1778888774198
2053593,KRW-TRX,524.0,0.0019120459,2770085601.457038,5296681.46439156,23,71,1778888774198
2053594,KRW-POWR,96.5,-0.0082219938,897733968.6935664,9177781.54774859,28,143,1778888774198
2053595,KRW-ATOM,2876.0,-0.0479973519,730762373.216084,248717.66275846,169,160,1778888774198
2053596,KRW-ARKM,187.0,-0.065,582056569.9165392,3021807.986571,227,182,1778888774198
2053597,KRW-CRO,108.0,-0.0442477876,2108680255.0132039,18946513.90436178,156,85,1778888774198
2053598,KRW-NXPC,505.0,-0.0489642185,688726237.0159241,1334371.15572175,175,167,1778888774198
2053599,KRW-A,129.0,-0.0514705882,629625908.3476115,4780277.48344386,187,175,1778888774198
2053600,KRW-TRUMP,3346.0,-0.0469951581,6144529343.520304,1803426.07048076,163,34,1778888774198
2053601,KRW-F,8.19,-0.03985932,381640174.1454156,45819391.79940152,137,212,1778888774198
2053602,KRW-G,5.5,-0.0367775832,383089311.8928078,69148021.99566203,120,211,1778888774198
2053603,KRW-CELO,133.0,-0.0220588235,705495988.0021093,5308188.02177105,56,163,1778888774198
2053604,KRW-AERO,665.0,-0.0699300699,232678756.92716753,339484.51674091,236,240,1778888774198
2053605,KRW-CTC,223.0,-0.0304347826,726746082.0467497,3236944.04509815,92,161,1778888774198
2053606,KRW-ANIME,6.81,-0.0421940928,863321925.4873068,125358294.25342982,145,146,1778888774198
2053607,KRW-APT,1471.0,-0.0540192926,2781034317.2020116,1852778.02762579,196,69,1778888774198
2053608,KRW-MOCA,20.6,-0.0593607306,501305208.15363324,24187641.93725345,214,192,1778888774198
2053609,KRW-API3,516.0,-0.0479704797,1004554208.0844568,1896520.25859013,168,133,1778888774198
2053610,KRW-AHT,2.27,-0.0299145299,161626449.12502,70415171.64510176,89,254,1778888774198
2053611,KRW-EGLD,6245.0,-0.0516324981,293473720.50198215,46233.92162003,188,223,1778888774198
2053612,KRW-BLEND,166.0,-0.0674157303,2767931095.321369,16320612.42275096,230,72,1778888774198
2053613,KRW-ERA,198.0,-0.0434782609,278595349.2327536,1393756.12137666,150,228,1778888774198
2053614,KRW-FF,132.0,0.1379310345,29155311400.09818,223151496.03868747,2,13,1778888774198
2053615,KRW-PLUME,18.0,-0.0721649485,1588308079.6728046,85387351.79633088,241,106,1778888774198
2053616,KRW-ESP,112.0,0.046728972,2295514685.3517027,20636789.08735314,5,79,1778888774198
2053617,KRW-CC,235.0,-0.0289256198,1728549991.292309,7109610.49936998,83,98,1778888774198
2053618,KRW-NEO,4434.0,-0.0433656958,855860898.2144333,189620.53523537,149,147,1778888774198
2053619,KRW-ETC,13770.0,-0.0157255182,2774458813.6833625,202287.93190286,39,70,1778888774198
2053620,KRW-IOTA,86.6,-0.0607375271,793716609.5645636,8901349.56410602,216,154,1778888774198
2053621,KRW-IOST,1.64,-0.0574712644,310069577.29253745,189059783.13562348,207,222,1778888774198
2053622,KRW-AKT,1084.0,-0.0813559322,3540080606.2577763,3052132.23529561,251,59,1778888774198
2053623,KRW-COW,264.0,-0.0434782609,202749628.96175456,761815.56485655,151,245,1778888774198
2053624,KRW-VIRTUAL,1117.0,-0.0329004329,9283149665.294481,8134272.47248369,104,25,1778888774198
2053625,KRW-ETH,3310000.0,-0.018677735,109389699925.25064,32829.41817019,47,4,1778888774198
2053626,KRW-IQ,1.63,-0.0297619048,273715834.34013355,166950222.57738066,87,230,1778888774198
2053627,KRW-IP,746.0,-0.0592686003,6839305099.189963,8901666.2693441,213,30,1778888774198
2053628,KRW-NEAR,2293.0,-0.0141874463,5443977119.498241,2365769.59011903,34,39,1778888774198
2053629,KRW-RVN,8.47,-0.0385925085,574117063.1582654,66557733.63172882,131,185,1778888774198
2053630,KRW-PRL,329.0,-0.1132075472,2513148499.799333,7316115.36837136,258,75,1778888774198
2053631,KRW-AGLD,361.0,-0.0719794344,645997654.824677,1729882.43154398,240,172,1778888774198
2053632,KRW-ID,46.6,-0.0566801619,981987221.0957478,20771989.7149481,205,137,1778888774198
2053633,KRW-IN,89.6,-0.0538542767,556885179.5481349,6093873.47904122,195,187,1778888774198
2053634,KRW-MANTRA,14.9,-0.0628930818,1471751956.2359135,95303267.73679885,221,109,1778888774198
2053635,KRW-WAL,112.0,-0.0743801653,608459344.1746054,5325259.19283843,243,176,1778888774198
2053636,KRW-PENDLE,2938.0,-0.0154155496,2337890510.6043935,777797.06514222,38,78,1778888774198
2053637,KRW-BLUR,36.1,-0.05,1232262641.4476464,33753784.40375937,180,119,1778888774198
2053638,KRW-AWE,83.1,0.0158924205,1457053524.195464,17382240.45718669,13,111,1778888774198
2053639,KRW-THETA,318.0,-0.056379822,586003790.0864522,1809739.90041371,202,181,1778888774198
2053640,KRW-AXL,95.0,-0.0306122449,2127972847.6957,21863839.48626435,93,84,1778888774198
2053641,KRW-HP,24.7,-0.0679245283,4445285842.355665,176498798.79196885,231,45,1778888774198
2053642,KRW-SAND,111.0,-0.0512820513,3471320829.22167,30698740.52059642,184,61,1778888774198
2053643,KRW-WCT,92.3,-0.0484536082,1165390467.504747,12386345.59302247,172,122,1778888774198
2053644,KRW-YGG,58.4,-0.0685805423,353862715.50174123,5792565.74742621,233,217,1778888774198
2053645,KRW-AXS,1782.0,-0.0470588235,2453301550.7227235,1348011.42412658,164,76,1778888774198
2053646,KRW-ARDR,61.3,-0.0315955766,498880163.4484096,8093916.44083099,98,193,1778888774198
2053647,KRW-AQT,796.0,-0.0257037944,412053778.3680596,515388.09630782,71,207,1778888774198
2053648,KRW-ME,160.0,-0.0361445783,1198376461.5928366,7295803.42688778,115,120,1778888774198
2053649,KRW-TRUST,102.0,-0.0377358491,899906610.9176401,8783098.38444307,125,142,1778888774198
2053650,KRW-SONIC,61.3,-0.0683890578,4269789678.5508695,67825523.14936858,232,48,1778888774198
2053651,KRW-ARB,185.0,-0.0512820513,1652405748.4568923,8750268.28314279,185,104,1778888774198
2053652,KRW-POL,135.0,-0.0357142857,2165012924.752088,15807345.96901801,113,82,1778888774198
2053653,KRW-CVC,46.0,-0.0233545648,6442310526.545308,131787420.94145554,59,32,1778888774198
2053654,KRW-T,8.71,-0.0300668151,357263219.8932435,40555371.76055539,90,216,1778888774198
2053655,KRW-W,19.7,-0.0751173709,3291415445.6284204,163684878.42246553,245,64,1778888774198
2053656,KRW-ARK,254.0,-0.0378787879,750893761.1184155,2925514.74103435,126,157,1778888774198
2053657,KRW-AVNT,215.0,-0.0444444444,2052759727.87607,9471990.95142289,157,87,1778888774198
2053658,KRW-LA,195.0,-0.0487804878,2057371962.0441523,10154390.27121072,173,86,1778888774198
2053659,KRW-HYPER,164.0,-0.0238095238,812585806.4083085,4894614.88725514,61,151,1778888774198
2053660,KRW-ATH,9.15,-0.0701219512,3490554190.830574,370075860.43520874,238,60,1778888774198
2053661,KRW-TAIKO,167.0,-0.0402298851,555581139.5110673,3268623.78705709,139,188,1778888774198
2053662,KRW-AVAX,14180.0,-0.031420765,4252451161.9188457,296046.90390645,96,50,1778888774198
2053663,KRW-XAUT,6759000.0,-0.0167297061,1695023191.12376,249.47844651,42,100,1778888774198
2053664,KRW-CPOOL,50.0,-0.0654205607,3543040651.5737085,69108637.18933167,228,58,1778888774198
2053665,KRW-IMX,276.0,-0.0769230769,3832080881.927489,13152347.37837107,248,54,1778888774198
2053666,KRW-SC,1.41,-0.0208333333,444312527.2273631,312271075.8206942,54,202,1778888774198
2053667,KRW-INJ,7255.0,-0.0479002625,5655073193.067412,755935.64002547,167,36,1778888774198
2053668,KRW-MVL,1.93,-0.0203045685,107035459.81447358,55515483.29058598,53,259,1778888774198
2053669,KRW-HIVE,91.3,-0.039957939,705207438.0022118,7655480.06773552,138,164,1778888774198
2053670,KRW-CBK,372.0,-0.03125,231887102.68866208,614474.49073576,95,241,1778888774198
2053671,KRW-XLM,231.0,-0.0375,14502486243.681522,61759149.27974249,124,18,1778888774198
2053672,KRW-OP,203.0,-0.0558139535,267540585.77605212,1298721.76367445,200,233,1778888774198
2053673,KRW-SAFE,211.0,-0.0365296804,138913352.42881882,644946.03182932,118,256,1778888774198
2053674,KRW-GLM,213.0,-0.0046728972,475867712.1264537,2266607.04162847,25,196,1778888774198
2053675,KRW-SUPER,183.0,-0.0518134715,429527157.93134946,2289299.88619012,190,206,1778888774198
2053676,KRW-LINEA,5.38,-0.0511463845,1024304814.5306526,184242305.2450553,182,130,1778888774198
2053677,KRW-KERNEL,101.0,0.0222672065,4267467667.9674616,40547759.86838267,9,49,1778888774198
2053678,KRW-POKT,16.9,-0.0287356322,576150373.31828,33738656.53278817,82,184,1778888774198
2053679,KRW-SENT,23.3,-0.0291666667,489497627.28962517,20554714.57542293,85,194,1778888774198
2053680,KRW-ZKC,107.0,-0.0530973451,650517292.5737259,5973823.03389546,192,171,1778888774198
2053681,KRW-KNC,211.0,-0.0321100917,663153101.6120077,3094653.12098832,103,170,1778888774198
2053682,KRW-ZKP,110.0,-0.0265486726,985916129.2321332,8658070.3330437,74,136,1778888774198
2053683,KRW-AUCTION,7155.0,-0.0158184319,323527475.875655,45082.91404497,40,220,1778888774198
2053684,KRW-ORDER,81.6,-0.0215827338,737729388.9123316,8943714.09056745,55,158,1778888774198
2053685,KRW-DRIFT,73.2,0.0397727273,47457098175.48428,620441266.3430188,6,7,1778888774198
2053686,KRW-FCT2,18.1,-0.0320855615,200349610.9709721,10925979.83234371,102,246,1778888774198
2053687,KRW-MTL,457.0,-0.0193133047,187960025.4678253,408734.6954346,48,251,1778888774198
2053688,KRW-VET,10.4,-0.037037037,1648101646.8905413,154571994.7675485,123,105,1778888774198
2053689,KRW-TAO,423700.0,-0.0582351634,2956553040.80783,6760.15513288,210,66,1778888774198
2053690,KRW-QTUM,1385.0,-0.0448275862,864304988.781239,610459.21303253,159,145,1778888774198
2053691,KRW-TT,1.29,-0.030075188,199274950.75334516,152950487.706768,91,247,1778888774198
2053692,KRW-LINK,14990.0,-0.0316537468,7249327535.875032,477837.08018907,99,28,1778888774198
2053693,KRW-XRP,2135.0,-0.0264477884,194348771877.65472,89451618.46932398,72,1,1778888774198
2053694,KRW-CHZ,67.7,0.0335877863,6073080384.690573,91593451.62745883,7,35,1778888774198
2053695,KRW-ASTR,12.9,-0.0152671756,734509457.9327651,56132794.59657682,37,159,1778888774198
2053696,KRW-ZK,24.6,-0.0751879699,839068234.2428552,33364722.7489858,246,150,1778888774198
2053697,KRW-STORJ,204.0,0.275,17371486201.790775,89007905.36547579,1,16,1778888774198
